Lp;Nr paczki;Wysokość (cm);Szerokość (cm);Długość (cm);Waga (kg)
3474;D4EC5;5;13;13;0
3475;K7DU3;23;25;25;14
3476;WDQYR;27;20;20;0
3477;5GPAA;22;10;10;5
3478;BDAVJ;29;19;19;5
3479;V86E6;15;12;12;14
3480;FJYLL;26;20;20;5
3481;TVJXG;10;22;22;7
3482;CLLSA;9;23;23;5
3483;3MGGN;14;28;28;10
3484;HJRJ5;15;29;29;5
3485;253W9;19;22;22;5
3486;Y3HND;13;17;17;2
3487;U8Z5V;5;21;21;13
3488;877JQ;18;15;15;12
3489;8B4EJ;27;19;19;13
3490;GMSYW;29;25;25;13
3491;NQRGC;11;21;21;7
3492;R66ZJ;5;14;14;3
3493;9LGZF;21;19;19;1
3494;4XD27;12;21;21;5
3495;TY9M5;22;6;6;6
3496;HUH2K;9;8;8;0
3497;5EZML;28;30;30;11
3498;45GYU;9;27;27;6
3499;QY6XP;30;18;18;5
3500;CSCFJ;14;20;20;8
3501;9Z99D;30;27;27;6
3502;5GXC8;15;24;24;15
3503;88CYK;5;25;25;0
3504;NSEVH;17;29;29;3
3505;ZC7VZ;16;6;6;8
3506;LYJP5;24;24;24;4
3507;SPVSN;12;17;17;2
3508;YMUMQ;16;5;5;14
3509;TLNVB;22;18;18;14
3510;XAT4V;16;10;10;0
3511;3TXYF;21;10;10;11
3512;PB5XQ;23;12;12;13
3513;ZG6LZ;25;14;14;1
3514;JBD5P;26;24;24;12
3515;TNZ8A;27;29;29;13
3516;3VALQ;16;20;20;0
3517;WE9L4;29;25;25;9
3518;F26BP;5;12;12;9
3519;M3WHE;27;15;15;5
3520;MRFQL;19;14;14;2
3521;UAZL8;29;15;15;1
3522;ZDU2Q;6;11;11;10
3523;APUAZ;10;10;10;3
3524;PFRKH;5;28;28;10
3525;7WAT6;22;9;9;0
3526;E7MLN;30;6;6;6
3527;Y6NQH;10;12;12;3
3528;LFL68;6;24;24;12
3529;37MN7;7;24;24;13
3530;D3DVD;15;22;22;1
3531;LT2MD;22;25;25;8
3532;WSA94;28;20;20;12
3533;NYZ2E;11;12;12;1
3534;8DLK9;8;17;17;13
3535;KC6WQ;21;29;29;7
3536;42J7N;27;17;17;15
3537;MJ7EV;25;13;13;13
3538;B2DB2;6;12;12;8
3539;7QQWH;6;26;26;11
3540;VVL86;30;12;12;9
3541;LH9H6;21;17;17;10
3542;QBWY9;9;21;21;14
3543;BCH8G;26;5;5;9
3544;5999B;19;12;12;9
3545;Z7SGU;14;25;25;3
3546;Z3FC2;29;28;28;2
3547;BP9BW;20;25;25;4
3548;5RYSG;19;7;7;6
3549;XTJ7S;24;11;11;0
3550;R3SQ2;27;14;14;2
3551;TGXBN;28;15;15;2
3552;H3GP6;26;15;15;14
3553;8RK7S;9;25;25;0
3554;739WK;13;27;27;10
3555;GL5QJ;15;20;20;8
3556;M8B5P;25;24;24;4
3557;4PVSR;11;24;24;13
3558;92KFF;9;7;7;6
3559;FEWQC;11;25;25;13
3560;FN5EA;11;9;9;14
3561;FLMB3;22;16;16;8
3562;VN2XJ;24;25;25;8
3563;FSY2A;9;22;22;5
3564;G23R8;23;16;16;1
3565;8WCVC;29;25;25;6
3566;E2RA7;30;27;27;0
3567;SFJ5G;9;5;5;4
3568;CRV4E;18;23;23;1
3569;6AXV2;28;21;21;8
3570;X3TQJ;20;25;25;11
3571;RP6TB;5;7;7;7
3572;9Y3RY;10;30;30;12
3573;Z9695;7;14;14;12
3574;DBLY6;25;25;25;1
3575;RV6EG;6;15;15;6
3576;X49GK;5;11;11;0
3577;JXYFH;23;27;27;6
3578;ZE7TW;5;19;19;11
3579;WJVSJ;26;19;19;11
3580;QVK3L;19;13;13;14
3581;FK7CP;17;20;20;0
3582;EZJE7;13;18;18;11
3583;TNVJT;19;20;20;8
3584;5AY3T;17;24;24;6
3585;LP487;24;29;29;0
3586;CPTNG;13;16;16;4
3587;5UR3W;21;20;20;5
3588;77MFB;8;24;24;14
3589;KZQ6A;13;17;17;8
3590;A2AZT;21;25;25;6
3591;UB8NA;17;26;26;11
3592;6RQP5;22;28;28;11
3593;XJPFB;24;25;25;3
3594;BC9PJ;18;22;22;1
3595;BYARV;6;6;6;15
3596;ARMAG;26;19;19;15
3597;6UJ59;28;16;16;8
3598;KZRZE;13;22;22;4
3599;LNP2T;24;19;19;13
3600;R4WQH;24;20;20;1
3601;7S779;20;29;29;3
3602;S7R58;5;17;17;9
3603;Y2T9V;9;7;7;11
3604;TJLAA;17;11;11;10
3605;RMP7D;5;29;29;8
3606;8N7V5;27;30;30;4
3607;ESNBP;18;28;28;13
3608;MUM5Q;9;13;13;13
3609;KUG4T;26;24;24;6
3610;3N4EN;28;28;28;11
3611;5WZJU;27;24;24;4
3612;4G923;13;17;17;13
3613;56KH8;11;24;24;6
3614;ZVSCQ;22;20;20;9
3615;8NAFH;10;11;11;1
3616;U9VPE;7;22;22;5
3617;9J2ZS;22;20;20;5
3618;MTYLK;18;9;9;9
3619;SFG4N;6;5;5;15
3620;EU9XW;26;22;22;11
3621;QVBR2;9;14;14;0
3622;JC26R;22;15;15;2
3623;66ZXV;14;15;15;6
3624;HAF8L;7;25;25;1
3625;QQSXK;18;17;17;9
3626;7357Q;6;27;27;1
3627;SMCT5;7;16;16;8
3628;547VZ;26;22;22;11
3629;NRVDE;10;19;19;15
3630;GMFNK;5;25;25;10
3631;R52AS;16;7;7;4
3632;B7L64;27;9;9;13
3633;2PG59;15;15;15;13
3634;BZ39L;17;16;16;12
3635;TN4ES;11;8;8;12
3636;9M5EZ;16;14;14;14
3637;EWU7W;25;17;17;13
3638;D8TP5;16;19;19;15
3639;NGJUB;11;15;15;14
3640;HW2BW;21;10;10;11
3641;DUA8Z;7;17;17;6
3642;S8DMC;23;10;10;6
3643;4SZPP;30;16;16;12
3644;MSM78;22;21;21;9
3645;HKER6;30;13;13;9
3646;FZT83;20;10;10;15
3647;FCMFB;23;18;18;10
3648;DX9GB;29;23;23;3
3649;CBT3Q;12;23;23;8
3650;8F9LC;27;28;28;3
3651;7TNBB;25;6;6;13
3652;JH23G;17;17;17;15
3653;T8K7E;6;10;10;12
3654;LB3LH;14;28;28;7
3655;4NJNG;22;13;13;15
3656;ZMMZX;29;26;26;7
3657;PXH3Z;12;25;25;8
3658;JC8B6;18;11;11;0
3659;FV4QT;7;14;14;3
3660;83U2D;24;16;16;1
3661;4VSD9;21;7;7;12
3662;Y4MBU;17;30;30;11
3663;ARHJK;18;20;20;14
3664;8TM7U;10;8;8;14
3665;HCGCT;26;29;29;11
3666;2BLM3;23;27;27;8
3667;QFP8J;27;16;16;3
3668;PWD2Y;26;18;18;9
3669;Y3F7B;21;21;21;12
3670;Q6U33;8;19;19;10
3671;FB6MD;11;29;29;0
3672;QEE3R;16;10;10;15
3673;8HXNF;11;26;26;11
3674;834CU;17;18;18;4
3675;S2MXY;18;24;24;0
3676;NEU87;15;12;12;0
3677;ND9JR;8;30;30;2
3678;CZWHS;17;20;20;9
3679;EGZ3U;21;22;22;2
3680;7ZM24;10;13;13;0
3681;7JUK8;21;5;5;6
3682;JXC5W;27;26;26;5
3683;AH29S;24;18;18;14
3684;JCH6K;14;15;15;6
3685;ZARR4;21;17;17;10
3686;BNUPE;6;5;5;14
3687;NMP9W;9;30;30;7
3688;MHLQC;14;21;21;2
3689;8QKZQ;5;8;8;15
3690;49SB6;21;15;15;0
3691;337JJ;12;13;13;1
3692;ZLXL2;25;25;25;11
3693;4YDHY;24;16;16;5
3694;2V7CB;10;7;7;2
3695;ABSL2;8;25;25;0
3696;8E2QF;11;14;14;14
3697;WJ8TS;29;10;10;13
3698;HK56V;14;15;15;6
3699;VYLZ8;28;28;28;10
3700;ARU8U;21;28;28;9
3701;V8VEJ;7;8;8;11
3702;NCNET;22;12;12;1
3703;U23TL;19;18;18;12
3704;L3VFX;18;29;29;10
3705;H3NUS;26;17;17;8
3706;MVA7U;9;8;8;6
3707;UTTGX;23;15;15;11
3708;3U2GY;20;26;26;15
3709;K3RCL;24;7;7;12
3710;3NDPU;20;17;17;5
3711;3XMGJ;30;22;22;5
3712;6U66R;14;6;6;5
3713;QRB9X;9;17;17;0
3714;Y3JQA;15;9;9;1
3715;823P4;24;8;8;14
3716;EHHJW;27;26;26;7
3717;3CLFK;26;6;6;8
3718;UB5Q8;24;30;30;8
3719;L7QM7;22;11;11;11
3720;DCZMT;12;24;24;11
3721;ZLKT2;13;15;15;13
3722;EY9M8;10;6;6;1
3723;WFB8L;21;16;16;1
3724;LTMFA;23;20;20;15
3725;LS725;20;13;13;1
3726;458TH;29;17;17;9
3727;RKU34;29;25;25;14
3728;L7SLK;9;9;9;9
3729;R8QT7;7;9;9;10
3730;25QEB;7;20;20;6
3731;QQTNG;17;11;11;8
3732;PHCM3;16;16;16;14
3733;L5C6W;29;20;20;1
3734;7HUQT;12;9;9;6
3735;58SKR;9;5;5;3
3736;PCM6G;11;16;16;0
3737;NLW8Z;22;5;5;1
3738;4M87Z;12;16;16;3
3739;ZHV4E;14;11;11;11
3740;HZM4G;22;11;11;15
3741;7XEP9;8;21;21;14
3742;W4C9Z;6;8;8;15
3743;JMB6K;21;6;6;3
3744;3ZXZW;24;7;7;1
3745;PR6AK;8;11;11;8
3746;AHBMC;23;21;21;12
3747;HJ2NY;25;11;11;5
3748;ZAS39;27;10;10;6
3749;HCMK9;5;13;13;10
3750;XCYM4;26;29;29;2
3751;M2LJ2;28;5;5;1
3752;VJAXW;18;30;30;7
3753;C774L;24;17;17;2
3754;VULDN;13;23;23;9
3755;LMQYX;23;6;6;5
3756;PM2EY;6;9;9;13
3757;VSR72;13;21;21;10
3758;HTAHH;23;9;9;0
3759;XKEUE;24;8;8;6
3760;QFY3K;17;25;25;3
3761;CDWS3;8;23;23;2
3762;L8FDD;30;27;27;4
3763;5YVLW;20;13;13;2
3764;MUFN3;29;30;30;10
3765;NBDTW;10;15;15;2
3766;H9372;30;30;30;5
3767;CA6ZS;6;29;29;4
3768;XBR4F;17;17;17;12
3769;UY5FB;17;7;7;5
3770;RTVX8;25;15;15;0
3771;NBASU;5;12;12;1
3772;WZUPX;25;29;29;9
3773;LRXHH;16;30;30;12
3774;G6KXZ;23;14;14;15
3775;QJPLQ;24;22;22;7
3776;R39CQ;29;22;22;8
3777;8RS89;29;5;5;3
3778;DUZXA;11;22;22;5
3779;NASBH;17;15;15;3
3780;ZHDA7;21;6;6;15
3781;5QFJ2;22;16;16;7
3782;VZUV4;7;26;26;7
3783;BTKTS;20;26;26;0
3784;KWCAL;7;14;14;14
3785;DPLVQ;28;9;9;11
3786;TLYXM;10;15;15;7
3787;VS433;6;20;20;8
3788;VNTFA;21;14;14;7
3789;MHTX2;27;18;18;1
3790;C9PE9;16;14;14;7
3791;ZJNC5;7;11;11;12
3792;5VGTJ;25;24;24;4
3793;TF3M8;24;27;27;5
3794;U8MDE;13;30;30;3
3795;MRM7F;15;10;10;1
3796;E9EUE;22;17;17;13
3797;ELNSN;27;18;18;3
3798;JNAQ8;16;22;22;13
3799;JADCN;13;28;28;1
3800;CWMQ2;11;10;10;15
3801;S3J5Z;30;19;19;13
3802;PAZTV;26;30;30;14
3803;5X7JG;21;20;20;13
3804;LSVL9;16;18;18;2
3805;TVAXX;5;22;22;10
3806;NZL2G;29;29;29;15
3807;CJ9ME;10;14;14;0
3808;Z2EQL;15;5;5;13
3809;ZLAXU;15;17;17;3
3810;H9D4K;21;18;18;10
3811;DN6EB;10;10;10;14
3812;TS35J;19;25;25;9
3813;98T9K;22;23;23;6
3814;XZC4F;20;20;20;10
3815;PUSPH;9;9;9;14
3816;DXGHR;8;25;25;4
3817;SL6NQ;25;22;22;3
3818;889Z4;21;28;28;3
3819;JZ33Z;10;19;19;1
3820;CRQFK;15;29;29;4
3821;WU5EA;9;11;11;9
3822;CHXKQ;8;15;15;11
3823;F43BH;27;15;15;5
3824;J9FHZ;28;29;29;7
3825;ASR3L;25;28;28;12
3826;H63XB;23;20;20;6
3827;CLW8R;21;22;22;6
3828;WBYKM;21;9;9;14
3829;FRF9S;28;27;27;12
3830;NHSUR;24;18;18;5
3831;JU92M;25;19;19;10
3832;K9HDX;26;22;22;14
3833;KF97E;21;18;18;0
3834;QUFF5;27;20;20;15
3835;SMMYL;24;17;17;8
3836;6CTNW;27;12;12;9
3837;BXGAP;24;11;11;5
3838;ULP4P;28;16;16;2
3839;CDVBB;11;8;8;9
3840;ZSV6X;21;20;20;1
3841;RPB4D;5;8;8;8
3842;MYG7D;17;13;13;11
3843;483B9;28;27;27;2
3844;HVKWQ;27;12;12;5
3845;YYTL2;22;11;11;14
3846;VBJG8;6;26;26;7
3847;8XM9S;7;13;13;14
3848;RMHXJ;8;12;12;12
3849;LSHEU;20;16;16;6
3850;GMGR9;19;30;30;4
3851;WGYFS;21;15;15;11
3852;Q3UZ9;5;18;18;4
3853;SYX6Y;12;21;21;0
3854;FNBPB;22;20;20;5
3855;L2UT6;20;12;12;12
3856;EZHLH;27;15;15;3
3857;H8Q7E;14;15;15;8
3858;9N7TE;14;30;30;9
3859;7B4U8;26;6;6;4
3860;T2LUF;24;13;13;1
3861;N778Q;28;16;16;12
3862;3DGBP;15;19;19;11
3863;QJN6G;15;23;23;2
3864;S5VQN;28;13;13;7
3865;ZMQU8;14;18;18;9
3866;NDYYY;29;6;6;11
3867;6CV3B;10;10;10;3
3868;CVEJX;21;12;12;11
3869;TY87V;14;11;11;1
3870;FQR27;8;8;8;12
3871;5RKLC;13;7;7;0
3872;HYF8N;22;8;8;2
3873;54RRW;29;16;16;10
3874;STJW3;5;16;16;11
3875;8GS6E;18;18;18;15
3876;EBVV3;5;19;19;5
3877;SRK43;20;17;17;11
3878;MBRTA;23;14;14;7
3879;6P4N6;27;25;25;9
3880;R6P2T;10;19;19;3
3881;HYZ2U;15;20;20;15
3882;56WQR;22;7;7;8
3883;Q98Z3;27;14;14;9
3884;2D5HX;11;29;29;11
3885;5ECYS;13;10;10;6
3886;8FPN8;26;5;5;3
3887;8WWYN;25;19;19;7
3888;HTK5A;13;24;24;14
3889;3KA2B;10;26;26;13
3890;3SEX2;9;29;29;14
3891;3S66G;14;30;30;9
3892;P5N4H;12;11;11;5
3893;M359R;29;26;26;13
3894;JGBTC;9;20;20;7
3895;BLMCC;10;9;9;10
3896;N5VTT;6;11;11;7
3897;MMBHJ;11;15;15;8
3898;JXDXR;22;12;12;0
3899;MAJG9;21;6;6;0
3900;ZRG2B;25;13;13;11
3901;J4MW6;17;6;6;15
3902;QB2CV;26;19;19;10
3903;KP9MX;20;5;5;4
3904;HVLLJ;12;29;29;4
3905;3XJC6;28;11;11;14
3906;J4MRV;5;9;9;6
3907;N2Q2N;5;6;6;10
3908;LHQDK;21;17;17;6
3909;BPYA2;20;17;17;8
3910;NJMYU;25;26;26;15
3911;WSJ6U;13;8;8;8
3912;FFPTW;6;25;25;1
3913;A8NQY;7;29;29;3
3914;338H7;27;25;25;2
3915;JKL9K;16;12;12;10
3916;CMUPB;9;12;12;14
3917;ECUP8;20;6;6;8
3918;EUEUD;15;26;26;6
3919;2VBFC;28;12;12;15
3920;285ZF;16;16;16;13
3921;29QD8;20;29;29;14
3922;2FKLV;14;28;28;5
3923;MRX77;17;19;19;0
3924;WCR2W;11;12;12;9
3925;VTJXY;7;14;14;10
3926;LQXGF;22;23;23;6
3927;59ELC;5;21;21;4
3928;DCHNP;21;29;29;10
3929;427SX;9;9;9;0
3930;4E2L7;12;9;9;12
3931;P8QXV;24;30;30;3
3932;F9C4G;19;10;10;4
3933;HYFMA;7;27;27;3
3934;HRDR5;19;24;24;3
3935;SLWQ4;12;12;12;10
3936;LK9CW;13;12;12;12
3937;6RULF;23;30;30;5
3938;GRFJL;16;28;28;14
3939;MRAS5;9;5;5;9
3940;A2LEJ;30;9;9;11
3941;GXU5D;28;11;11;3
3942;PFPNH;13;15;15;12
3943;BJZVV;5;17;17;0
3944;64DBC;21;12;12;2
3945;PPUQ8;18;11;11;13
3946;QRZ3V;9;16;16;9
3947;9AJU5;18;6;6;8
3948;NAA3N;13;25;25;1
3949;H4X9Q;29;8;8;6
3950;J5JM7;15;13;13;8
3951;L3M7J;13;6;6;12
3952;KM2AF;25;14;14;14
3953;M9FWU;6;26;26;14
3954;ABUA4;17;17;17;3
3955;8JXWH;29;20;20;0
3956;D6DMJ;26;5;5;5
3957;BYCNW;18;19;19;3
3958;MXADY;30;11;11;8
3959;FRXLE;22;30;30;9
3960;HMF4N;19;23;23;6
3961;A2WXP;26;21;21;13
3962;62LAE;24;9;9;6
3963;UC4XQ;26;9;9;0
3964;QBEQE;17;15;15;12
3965;4WWS8;8;24;24;12
3966;22L8U;24;6;6;6
3967;Y8MMV;28;26;26;2
3968;2HNCJ;15;17;17;13
3969;SXLMM;7;14;14;2
3970;34N8K;6;20;20;13
3971;T37FK;13;17;17;12
3972;68CG6;5;15;15;2
3973;W759J;19;16;16;15
3974;R2S54;9;18;18;3
3975;2MRDZ;26;28;28;13
3976;46TH5;26;24;24;11
3977;52W27;8;15;15;15
3978;7X696;11;21;21;12
3979;3W3WV;17;24;24;10
3980;BDMU9;5;18;18;10
3981;GLLXP;6;24;24;0
3982;CSLVZ;29;18;18;14
3983;FQR3H;29;27;27;15
3984;PZ6LZ;23;13;13;8
3985;3DMU2;13;15;15;1
3986;8W5LG;8;7;7;11
3987;4STFG;13;15;15;11
3988;9JZK6;29;11;11;14
3989;QRM8J;5;18;18;7
3990;UMARY;23;27;27;13
3991;ZJ3C5;15;29;29;12
3992;TBRPM;22;8;8;5
3993;YJ6HQ;19;6;6;6
3994;DGY4S;23;24;24;1
3995;UJ97H;16;10;10;4
3996;JSVJA;28;7;7;11
3997;KAJCC;9;14;14;14
3998;EWDWC;15;26;26;12
3999;RLLNU;13;29;29;0
4000;3R2RL;25;21;21;5
4001;JCVJA;15;13;13;15
4002;4STP3;25;23;23;14
4003;TY343;16;13;13;2
4004;68QAU;8;30;30;5
4005;SS656;24;26;26;13
4006;QWNHE;23;26;26;12
4007;YSHK2;9;8;8;2
4008;HEK2T;10;9;9;3
4009;CKJ5D;21;13;13;4
4010;BZCR2;24;8;8;1
4011;WAJT5;28;11;11;15
4012;EARTH;10;27;27;0
4013;VJZ4U;8;7;7;0
4014;SCY35;21;28;28;11
4015;J5FSZ;8;25;25;2
4016;JURMC;12;26;26;0
4017;H9CRT;20;30;30;9
4018;7WTNG;8;22;22;13
4019;3AQT5;11;22;22;8
4020;AB7Z4;11;17;17;1
4021;29Y7S;29;20;20;14
4022;QGC7T;25;7;7;3
4023;EFTGW;25;30;30;0
4024;CDKWS;8;19;19;14
4025;RPS78;29;28;28;1
4026;N89KY;16;14;14;7
4027;4CYSA;20;30;30;4
4028;G8HJ6;13;30;30;0
4029;3PBLV;29;28;28;10
4030;YPZ9B;9;25;25;15
4031;HRQ2P;11;23;23;10
4032;PFMNQ;15;13;13;14
4033;CHT22;17;28;28;3
4034;T8Y2H;20;6;6;8
4035;VTWX6;25;7;7;5
4036;HMK9M;19;10;10;10
4037;MH44A;11;26;26;7
4038;HHFVW;28;5;5;10
4039;WY6FQ;23;23;23;14
4040;WZNMS;8;11;11;11
4041;W8CJV;28;5;5;8
4042;9S9KR;30;17;17;0
4043;LWZFR;14;9;9;3
4044;ZPZ7B;5;19;19;8
4045;MTZHZ;27;5;5;5
4046;F5RUG;8;22;22;1
4047;AGFCQ;22;14;14;1
4048;2B9ZL;14;29;29;11
4049;RC9GH;13;24;24;3
4050;Q8WF5;30;9;9;6
4051;YTNP3;28;23;23;5
4052;EUWWF;8;15;15;10
4053;5WMBY;16;7;7;3
4054;4423U;22;11;11;4
4055;CJWCR;27;16;16;6
4056;6SPTY;16;12;12;8
4057;JHHXW;18;7;7;5
4058;A3HXP;29;27;27;14
4059;NTC2U;16;7;7;10
4060;2UNTN;14;18;18;3
4061;8WXUY;14;18;18;11
4062;ERHTA;5;28;28;0
4063;74HFR;6;24;24;1
4064;6FKD5;18;21;21;9
4065;ZSN3J;13;7;7;7
4066;9U5MD;27;5;5;14
4067;HLZ67;26;9;9;12
4068;QBNXV;23;6;6;15
4069;PUPWZ;8;6;6;2
4070;6T7GX;14;6;6;11
4071;37FFZ;29;9;9;7
4072;QFKKS;14;23;23;9
4073;PT4FP;27;13;13;15
4074;2VREJ;17;12;12;0
4075;CT5RG;12;11;11;8
4076;VN2SU;7;15;15;2
4077;PLSVS;23;14;14;3
4078;JBXUM;7;10;10;6
4079;G96BE;26;29;29;14
4080;L3237;28;17;17;6
4081;A5R5M;23;20;20;13
4082;XQZP9;5;10;10;14
4083;L5K5Q;15;19;19;0
4084;4DSRX;7;17;17;5
4085;5XXZY;18;13;13;13
4086;4CRU5;20;25;25;6
4087;PVZ7Q;27;7;7;6
4088;DV75B;18;25;25;8
4089;7F6HB;27;20;20;13
4090;MBE5S;8;16;16;2
4091;4ZGSR;27;23;23;4
4092;6MTN7;9;29;29;3
4093;P4TEZ;29;9;9;4
4094;AHL7C;26;29;29;15
4095;N5JJC;5;18;18;9
4096;LWERR;27;19;19;12
4097;XKH54;7;20;20;4
4098;Y2FHE;30;11;11;0
4099;DW9W3;20;23;23;9
4100;ZWBCU;18;8;8;0
4101;EQQPZ;20;26;26;8
4102;TZMXG;20;15;15;0
4103;5LSCF;9;23;23;5
4104;L27SA;29;18;18;5
4105;CWXCJ;13;27;27;9
4106;Q37S6;12;20;20;6
4107;SWL8B;24;24;24;4
4108;CR3PF;12;21;21;0
4109;9JRSM;21;18;18;5
4110;X5DVM;24;18;18;3
4111;EY932;5;18;18;6
4112;JHUGZ;23;20;20;12
4113;QYN3X;14;9;9;9
4114;Q5EHJ;15;13;13;0
4115;LHT3Z;19;11;11;15
4116;6QUAC;10;14;14;14
4117;7,00E+277;19;23;23;7
4118;SGFCN;9;20;20;8
4119;6TCKL;23;11;11;2
4120;ZZF69;20;7;7;11
4121;QGG9A;19;26;26;5
4122;76RR6;8;15;15;6
4123;TPAKL;21;27;27;2
4124;83TD6;17;26;26;4
4125;7AQ9K;28;7;7;8
4126;2ZB8W;12;7;7;12
4127;AN5GN;26;9;9;15
4128;5DKLV;29;16;16;4
4129;F6AGF;13;15;15;3
4130;MF96J;30;14;14;1
4131;64KL4;30;5;5;2
4132;VCTWB;12;22;22;12
4133;GXQB6;13;24;24;1
4134;469DH;26;13;13;6
4135;VKDWS;28;28;28;3
4136;KAXJ7;23;29;29;1
4137;8EZHR;30;27;27;0
4138;T4UDR;6;20;20;11
4139;VKEBL;25;20;20;3
4140;A6HAA;16;14;14;9
4141;RWKVJ;29;8;8;10
4142;36KRF;7;7;7;7
4143;GPL7X;11;30;30;4
4144;3RRMU;11;26;26;10
4145;985EA;14;18;18;9
4146;GF6QG;17;25;25;1
4147;674GS;21;25;25;11
4148;DAPNR;9;15;15;0
4149;UU76S;18;22;22;12
4150;UX9CA;17;29;29;7
4151;TB9PG;5;9;9;15
4152;AWM6C;10;14;14;6
4153;T39N9;22;8;8;12
4154;SRA76;13;10;10;12
4155;RSRNN;6;22;22;5
4156;A9C9B;23;6;6;8
4157;DTDD9;7;5;5;13
4158;KDVWA;29;14;14;7
4159;XG3XU;26;5;5;4
4160;3GC3E;24;22;22;15
4161;9KWRY;17;24;24;9
4162;BRXDR;5;6;6;2
4163;ZGA4K;20;25;25;3
4164;ADPV2;15;30;30;1
4165;PK8H8;23;5;5;1
4166;TBEW4;17;26;26;4
4167;KWE7D;19;13;13;7
4168;58UTC;28;18;18;1
4169;BJKCC;11;21;21;1
4170;VCGAY;27;23;23;0
4171;8Q97X;10;11;11;14
4172;8RYDE;18;12;12;9
4173;TN2XL;15;8;8;8
4174;6TJRC;6;20;20;6
4175;MSLWV;18;11;11;11
4176;PHYWJ;15;18;18;6
4177;NVYNS;19;21;21;10
4178;NLACP;28;26;26;3
4179;FW48L;15;12;12;10
4180;E45PK;26;14;14;12
4181;724JP;9;30;30;1
4182;PXXEK;16;17;17;9
4183;7S6W7;7;26;26;0
4184;PAHQD;17;13;13;5
4185;XVZRT;28;28;28;13
4186;BWN6B;22;14;14;7
4187;X34SB;8;25;25;2
4188;H8Z6C;5;14;14;4
4189;B4V7Q;21;26;26;5
4190;SMR23;12;24;24;11
4191;UPPL7;12;27;27;9
4192;9MTMJ;15;22;22;13
4193;UBCPT;13;28;28;11
4194;EWR5S;19;16;16;6
4195;T6MF4;13;30;30;6
4196;4XGKP;26;5;5;5
4197;965PG;6;20;20;14
4198;2NULZ;14;5;5;8
4199;4737L;8;21;21;0
4200;LB847;24;19;19;8
4201;RN34T;26;24;24;10
4202;WWG48;11;16;16;14
4203;W45RH;13;28;28;7
4204;CHVWT;27;30;30;5
4205;MRQEN;21;13;13;0
4206;3RPZK;19;12;12;13
4207;MGXFB;28;12;12;11
4208;H3YQW;5;9;9;12
4209;WCQST;8;30;30;8
4210;YU3KG;28;14;14;13
4211;MXY44;18;26;26;13
4212;CVKSM;19;15;15;9
4213;V5TJB;6;16;16;4
4214;VS4K8;6;20;20;11
4215;Q8A7Q;8;29;29;1
4216;UVAN7;14;25;25;15
4217;H2U7U;9;13;13;5
4218;PAGYT;6;10;10;0
4219;TKPDU;14;21;21;5
4220;QZCKA;28;12;12;13
4221;BZ9BX;21;27;27;7
4222;PWJQA;5;5;5;12
4223;FY22V;19;9;9;15
4224;MFWU6;18;20;20;15
4225;GEFVJ;11;29;29;6
4226;2C95M;30;13;13;15
4227;A6D98;20;9;9;10
4228;2PUA6;9;7;7;13
4229;VGUN8;24;26;26;0
4230;G2E4L;18;14;14;10
4231;ABRGW;17;27;27;8
4232;Z8YY4;9;18;18;0
4233;BZYEY;27;23;23;0
4234;W7EG7;20;13;13;14
4235;A4EVG;7;19;19;9
4236;D38HW;10;8;8;4
4237;JJX2Q;27;29;29;15
4238;LRPAG;9;10;10;15
4239;HC77H;14;29;29;1
4240;WUE33;13;12;12;14
4241;C3VGN;24;15;15;8
4242;3KGZT;21;21;21;10
4243;4A3S2;25;9;9;8
4244;J4JX5;12;23;23;10
4245;Q68N4;18;27;27;3
4246;FBNK4;26;13;13;4
4247;FNW2U;29;9;9;7
4248;BU6HL;19;18;18;2
4249;PCMHU;30;9;9;14
4250;ERPNF;17;26;26;14
4251;K5CHH;13;28;28;7
4252;6NJKY;15;29;29;12
4253;DRCZJ;5;29;29;13
4254;X24T9;11;10;10;3
4255;E9CSH;28;21;21;6
4256;XWZCA;20;27;27;7
4257;6M58V;25;7;7;7
4258;D59NF;12;9;9;0
4259;YRW2G;24;9;9;11
4260;6Q8Z9;25;14;14;3
4261;869AN;11;25;25;5
4262;GYA72;29;30;30;15
4263;B4E73;18;27;27;10
4264;ZAXZP;11;27;27;3
4265;4P6RG;9;21;21;7
4266;DMWCD;28;30;30;14
4267;VB9VC;27;14;14;9
4268;N32NZ;16;27;27;0
4269;SPTXM;26;9;9;12
4270;LPN9E;21;19;19;5
4271;34TYK;16;11;11;1
4272;24XN6;17;30;30;9
4273;2982V;16;11;11;11
4274;AEN2S;10;24;24;2
4275;DK8X8;30;18;18;6
4276;L9MY9;14;26;26;6
4277;SR3CF;9;29;29;12
4278;C4A2G;9;19;19;12
4279;6SG4J;21;27;27;14
4280;34PGV;14;10;10;2
4281;8L679;13;28;28;1
4282;5H9H7;6;11;11;9
4283;8ZN23;18;21;21;14
4284;U5WUV;28;14;14;13
4285;5REBL;28;16;16;2
4286;P5F4B;5;9;9;8
4287;22MXX;17;14;14;9
4288;LS6LZ;13;17;17;10
4289;4KQGB;6;30;30;2
4290;J377N;28;20;20;6
4291;T26X3;8;11;11;15
4292;GCWN7;11;20;20;11
4293;YFYB4;9;8;8;5
4294;NNLKY;19;28;28;14
4295;BD9SL;26;24;24;0
4296;B3D9Y;20;29;29;1
